id,little,ring,middle,index,thumb
1094,446,465,512,569,500
1095,441,462,509,573,507
1096,432,459,523,571,494
1097,452,474,517,561,488
1098,441,471,508,563,491
1099,452,462,510,567,499
1100,445,464,510,568,499
1101,444,463,508,567,498
1102,448,460,506,574,495
1103,452,462,495,569,506
1104,438,467,518,569,493
1105,457,457,502,563,500
1106,451,459,509,569,499
1107,446,464,511,568,498
1108,447,465,511,569,500
1109,448,467,510,570,504
1110,447,460,513,568,494
1111,457,469,508,558,495
1112,445,461,516,574,504
1113,437,459,517,567,498
1114,445,463,510,567,498
1115,444,463,509,567,498
1116,444,465,505,567,500
1117,442,457,506,573,496
1118,444,455,504,569,506
1119,449,474,506,563,493
1120,446,467,503,565,501
1121,446,465,511,569,499
1122,445,464,511,569,499
1123,441,463,517,568,503
1124,428,456,511,574,502
1125,449,470,510,561,494
1126,434,473,515,559,488
1127,452,464,502,563,499
1128,445,465,509,567,498
1129,444,463,509,568,498
1130,439,466,510,567,501
1131,431,457,505,554,496
1132,456,463,498,566,499
1133,423,459,520,575,497
1134,444,464,524,568,497
1135,446,464,511,569,499
1136,445,464,511,569,499
1137,445,464,514,565,500
1138,435,461,513,571,497
1139,456,461,502,564,509
1140,455,462,510,561,500
1141,447,464,508,560,501
1142,444,463,509,568,498
1143,444,463,509,567,498
1144,445,464,510,570,499
1145,452,456,497,559,501
